      age  Medu  Fedu  traveltime  studytime  failures  famrel  freetime  goout  Dalc  Walc  health  absences  G1  G2  G3  school_MS  sex_M  address_U  famsize_LE3  Pstatus_T  Mjob_health  Mjob_other  Mjob_services  Mjob_teacher  Fjob_health  Fjob_other  Fjob_services  Fjob_teacher  reason_home  reason_other  reason_reputation  guardian_mother  guardian_other  schoolsup_yes  famsup_yes  paid_yes  activities_yes  nursery_yes  higher_yes  internet_yes  romantic_yes
298  18.0     4     3           1          4         0       4         3      3     1     1       3         0  14  13  14      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False               True            False           False          False        True      True           False         True        True          True         False
299  18.0     4     4           1          1         0       1         4      2     2     2       1         5  16  15  16      False   True       True         True       True        False       False          False          True        False       False          False          True         True         False              False             True           False          False        True      True           False         True        True          True          True
300  18.0     4     4           1          2         0       4         2      4     1     1       4        14  12  10  11      False  False       True         True      False         True       False          False         False        False        True          False         False         True         False              False             True           False          False        True     False           False         True        True          True          True
301  17.0     4     4           2          1         0       4         1      1     2     2       5         0  11  11  10      False   True       True         True       True        False        True          False         False        False       False          False          True         True         False              False            False           False          False       False      True           False         True        True          True         False
302  17.0     4     2           2          3         0       4         3      3     1     1       3         0  15  12  14      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False        True      True           False         True        True          True         False
303  17.0     3     2           1          4         0       5         2      2     1     2       5         0  17  17  18      False  False       True        False       True         True       False          False         False         True       False          False         False        False         False               True            False           False          False        True      True            True        False        True          True         False
304  19.0     3     3           1          2         1       4         4      4     1     1       3        20  15  14  13      False   True       True        False       True        False        True          False         False        False        True          False         False         True         False              False            False            True          False        True     False            True         True        True          True          True
305  18.0     2     4           1          2         1       4         4      3     1     1       3         8  14  12  12      False  False       True        False       True        False       False           True         False        False       False          False         False        False         False               True            False            True          False        True      True            True         True        True          True         False
306  20.0     3     2           1          1         0       5         5      3     1     1       5         0  17  18  18      False   True       True        False      False        False       False           True         False        False        True          False         False        False         False              False            False            True          False       False     False            True         True        True         False         False
307  19.0     4     4           2          1         1       4         3      4     1     1       4        38   8   9   8      False   True       True        False       True        False       False          False          True        False       False           True         False        False         False               True            False            True          False        True      True           False         True        True          True          True
308  19.0     3     3           1          2         1       4         5      3     1     2       5         0  15  12  12      False   True      False        False       True        False        True          False         False        False       False           True         False        False         False               True            False           False          False       False     False            True         True        True         False          True
309  19.0     1     1           1          2         1       4         4      3     1     3       3        18  12  10  10      False  False       True         True       True        False       False          False         False        False        True          False         False        False         False               True            False            True           True        True     False            True        False        True          True         False
310  19.0     1     2           1          2         1       4         2      4     2     2       3         0   9   9   0      False  False       True         True       True        False       False           True         False        False       False           True         False         True         False              False            False            True          False       False     False            True        False        True         False          True
311  19.0     2     1           3          2         0       3         4      1     1     1       2        20  14  12  13      False  False       True        False       True        False       False          False         False        False        True          False         False        False          True              False            False            True          False        True     False           False         True       False          True          True
312  19.0     1     2           1          2         1       4         5      2     2     2       4         3  13  11  11      False   True       True        False       True        False        True          False         False        False       False           True         False        False         False              False            False            True          False       False     False           False        False        True          True         False
313  19.0     3     2           2          2         1       4         2      2     1     2       1        22  13  10  11      False  False       True         True       True        False       False           True         False        False        True          False         False        False         False               True            False            True          False        True      True           False        False        True          True          True
314  19.0     1     1           1          3         2       4         1      2     1     1       3        14  15  13  13      False  False       True        False       True        False       False          False         False         True       False          False         False         True         False              False            False            True          False       False     False           False        False        True          True          True
315  19.0     2     3           1          3         1       4         1      2     1     1       3        40  13  11  11      False  False      False        False       True        False        True          False         False        False        True          False         False        False         False               True            False            True          False       False     False           False         True        True          True          True
316  18.0     2     1           2          2         0       5         3      3     1     2       1         0   8   8   0      False  False       True        False       True        False       False           True         False        False        True          False         False        False         False              False             True           False          False        True      True            True         True        True          True         False
317  18.0     4     3           1          3         0       4         3      4     1     1       5         9   9  10   9      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False        True      True            True         True        True          True          True
318  17.0     3     4           1          3         0       4         3      4     2     5       5         0  11  11  10      False  False      False        False       True        False       False          False         False        False       False           True         False        False         False              False            False           False          False        True      True            True        False        True          True         False
319  18.0     4     4           1          2         0       4         4      4     3     3       5         2  11  11  11      False  False       True        False       True        False       False          False          True        False        True          False         False        False         False              False             True           False          False        True      True           False         True        True          True         False
320  17.0     4     3           1          2         0       5         2      2     1     2       5        23  13  13  13      False  False       True        False      False        False       False           True         False        False       False           True         False        False         False              False             True           False          False        True      True           False         True        True          True          True
321  17.0     2     2           1          2         0       4         2      2     1     1       3        12  11   9   9      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False        True     False           False         True        True         False          True
322  17.0     2     2           1          3         0       3         3      2     2     2       3         3  11  11  11      False  False      False         True       True        False       False           True         False        False       False           True         False        False         False              False             True           False          False        True      True            True         True        True          True         False
323  17.0     3     1           1          3         0       3         4      3     2     3       5         1  12  14  15      False  False       True        False       True        False       False           True         False        False       False           True         False        False         False              False            False           False          False        True     False           False        False        True          True         False
324  17.0     0     2           2          3         0       3         3      3     2     3       2         0  16  15  15      False  False       True         True       True        False       False          False         False        False       False          False         False         True         False              False            False           False          False       False     False           False         True        True          True         False
325  18.0     4     4           1          3         0       4         3      3     2     2       3         3   9  12  11      False   True       True        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True         True        True          True         False
326  17.0     3     3           1          1         0       4         3      5     3     5       5         3  14  15  16      False   True       True        False       True        False        True          False         False        False       False           True         False        False         False               True             True           False          False       False     False            True        False        True          True         False
327  17.0     2     2           4          1         0       4         4      5     5     5       4         8  11  10  10      False   True      False        False       True        False       False           True         False        False        True          False         False        False         False              False             True           False          False        True     False           False         True        True          True         False
328  17.0     4     4           1          3         0       5         4      4     1     3       4         7  10   9   9      False  False       True        False       True        False       False          False          True        False       False           True         False        False         False              False             True           False          False        True      True            True         True        True          True         False
329  17.0     4     4           2          3         0       4         3      3     1     2       4         4  14  14  14      False  False       True        False       True        False       False          False          True        False       False          False          True        False         False              False             True           False          False        True      True           False        False        True          True          True
330  18.0     2     2           1          4         0       4         5      5     2     4       5         2   9   8   8      False   True       True         True       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False        True     False            True         True        True          True         False
331  17.0     2     4           1          3         0       4         4      3     1     1       5         7  12  14  14      False  False      False        False       True        False       False          False         False        False        True          False         False        False         False              False            False           False          False        True     False           False         True        True          True          True
332  18.0     3     3           1          2         0       5         3      4     1     1       4         0   7   0   0      False  False       True        False       True        False       False           True         False        False       False           True         False         True         False              False             True           False          False       False     False            True         True        True          True         False
333  18.0     2     2           1          2         0       4         3      3     1     1       2         0   8   8   0      False  False       True         True       True        False        True          False         False        False        True          False         False         True         False              False            False            True          False       False     False            True        False        True          True          True
334  18.0     2     2           2          4         0       4         4      4     1     1       4         0  10   9   0      False  False      False        False       True        False       False          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True         True        True         False         False
335  17.0     3     4           1          3         0       4         4      5     1     3       5        16  16  15  15      False  False       True        False       True        False       False           True         False        False        True          False         False        False         False              False             True           False          False       False     False           False         True        True          True         False
336  19.0     3     1           1          3         1       5         4      3     1     2       5        12  14  13  13      False  False      False        False      False        False       False           True         False        False       False          False         False         True         False              False            False            True          False       False      True           False         True        True         False         False
337  17.0     3     2           1          2         0       4         3      2     2     3       2         0   7   8   0      False  False       True        False       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False        True      True           False         True        True          True          True
338  18.0     3     3           1          4         0       5         3      3     1     1       1         7  16  15  17      False  False       True         True       True        False       False           True         False        False       False           True         False         True         False              False             True           False          False        True     False           False         True        True          True         False
339  17.0     3     2           1          2         0       4         3      3     2     3       2         4   9  10  10      False  False      False        False      False        False        True          False         False        False        True          False         False         True         False              False             True           False          False        True      True           False         True        True          True         False
340  19.0     2     1           1          3         1       4         3      4     1     3       3         4  11  12  11      False  False       True        False       True        False       False           True         False        False       False           True         False         True         False              False            False            True          False       False      True            True         True        True          True          True
341  18.0     4     4           1          2         1       4         3      3     2     2       2         0  10  10   0      False   True       True        False       True        False       False          False          True        False       False           True         False         True         False              False            False           False          False        True     False            True         True        True          True         False
342  18.0     3     4           1          2         0       4         3      3     1     3       5        11  16  15  15      False   True       True         True       True        False       False           True         False        False        True          False         False         True         False              False             True           False          False       False     False            True         True        True          True          True
343  17.0     2     2           1          2         1       3         3      1     1     2       4         0   9   8   0      False  False       True        False      False        False       False          False         False        False       False          False         False         True         False              False            False           False          False        True     False           False         True        True          True          True
344  18.0     2     3           1          3         0       4         3      3     1     2       3         4  11  10  10      False  False       True        False       True        False       False          False         False        False        True          False         False        False         False              False             True           False          False        True     False           False         True        True          True         False
345  18.0     3     2           1          3         0       5         4      3     2     3       1         7  13  13  14      False  False       True        False       True        False        True          False         False        False       False           True         False        False          True              False             True           False          False       False     False           False         True        True          True          True
346  18.0     4     3           1          3         0       5         3      2     1     2       4         9  16  15  16      False   True      False        False       True        False       False          False          True        False       False           True         False        False         False              False             True           False          False       False     False           False         True        True          True          True
347  18.0     4     3           1          3         0       5         4      5     2     3       5         0  10  10   9      False   True       True        False       True        False       False          False          True        False        True          False         False        False         False              False             True           False          False        True      True           False         True        True          True          True
348  17.0     4     3           1          3         0       4         4      3     1     3       4         0  13  15  15      False  False       True        False       True         True       False          False         False        False        True          False         False        False         False               True             True           False          False        True      True            True         True        True          True          True
349  18.0     3     2           2          1         1       2         5      5     5     5       5        10  11  13  13       True   True      False        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False        True     False           False        False        True          True         False
350  19.0     1     1           3          2         3       5         4      4     3     3       2         8   8   7   8       True   True      False        False       True        False        True          False         False        False       False           True         False         True         False              False            False            True          False       False     False           False         True        True          True         False
351  17.0     3     3           2          2         0       4         5      4     2     3       3         2  13  13  13       True   True       True        False       True         True       False          False         False        False        True          False         False        False         False              False             True           False          False        True      True           False         True        True          True         False
352  18.0     1     3           1          1         1       4         3      3     2     3       3         7   8   7   8       True   True       True         True       True        False       False          False         False        False       False           True         False        False         False              False             True           False          False       False     False           False         True       False          True          True
353  19.0     1     1           3          1         1       4         4      4     3     3       5         4   8   8   8       True   True      False        False       True        False        True          False         False        False        True          False         False         True         False              False            False            True          False        True     False           False         True        True          True         False
354  17.0     4     3           2          2         0       4         5      5     1     3       2         4  13  11  11       True   True      False        False       True        False       False           True         False        False        True          False         False         True         False              False             True           False          False        True      True            True        False        True          True          True
355  18.0     3     3           1          2         0       5         3      4     1     1       5         0  10   9   9       True  False       True        False       True        False       False           True         False        False       False           True         False        False         False              False            False           False          False        True     False           False         True        True         False          True
356  17.0     4     4           2          2         0       4         3      3     1     2       5         4  12  13  13       True  False      False        False       True        False       False          False          True        False       False           True         False        False          True              False            False           False          False        True      True            True         True        True          True         False
357  17.0     3     2           2          2         0       1         2      3     1     2       5         2  12  12  11       True  False       True         True      False        False       False           True         False        False        True          False         False        False         False               True             True           False          False       False     False           False         True        True         False          True
358  18.0     1     1           2          1         0       3         3      2     1     2       3         4  10  10  10       True   True       True         True       True        False        True          False         False        False       False           True         False         True         False              False            False           False          False       False     False           False        False        True          True          True
359  18.0     1     1           2          3         0       5         3      2     1     1       4         0  18  16  16       True  False       True         True       True        False       False          False         False        False       False           True         False        False         False              False            False           False          False       False     False           False         True        True          True         False
360  18.0     1     4           3          2         0       4         3      4     1     4       5         0  13  13  13       True  False      False         True      False        False       False          False         False        False        True          False         False        False         False              False             True           False          False       False     False           False         True        True         False          True
361  18.0     1     1           2          2         1       4         4      3     2     3       5         2  13  12  12       True   True      False         True       True        False       False          False         False        False        True          False         False        False          True              False             True           False          False       False     False            True        False       False         False         False
362  18.0     3     3           2          2         0       4         3      2     1     3       3         0  11  11  10       True  False       True        False       True        False       False           True         False        False       False           True         False        False          True              False             True           False          False        True     False           False         True        True          True          True
363  17.0     4     4           1          2         0       2         3      4     1     1       1         0  16  15  15       True  False       True         True       True        False       False          False         False        False       False          False         False        False         False              False             True           False          False        True      True            True         True        True          True          True
364  17.0     1     2           2          2         0       3         2      2     1     2       3         0  12  11  12       True  False      False        False       True        False        True          False         False        False       False           True         False        False         False              False            False           False          False       False     False           False        False        True         False         False
365  18.0     1     3           2          2         0       3         3      4     2     4       3         4  10  10  10       True   True      False        False       True        False       False          False         False        False        True          False         False        False         False              False             True           False          False        True      True           False         True        True         False         False
366  18.0     4     4           2          3         0       4         2      2     2     2       5         0  13  13  13       True   True       True         True       True        False       False          False          True        False       False           True         False        False          True              False             True           False          False       False      True           False         True        True          True          True
367  17.0     1     1           3          1         1       5         2      1     1     2       1         0   7   6   0       True  False      False        False       True        False        True          False         False        False       False           True         False        False         False               True             True           False          False        True      True           False         True        True          True          True
368  18.0     2     3           2          1         0       5         2      3     1     2       4         0  11  10  10       True  False       True        False       True        False       False          False         False        False       False           True         False        False         False              False            False           False          False        True      True           False         True        True          True          True
369  18.0     4     4           3          2         0       3         2      2     4     2       5        10  14  12  11       True  False      False        False       True        False        True          False         False        False       False          False          True        False          True              False            False           False          False        True      True           False        False        True          True          True
370  19.0     3     2           2          2         2       3         2      2     1     1       3         4   7   7   9       True  False       True         True       True        False       False           True         False        False       False           True         False         True         False              False            False            True          False       False     False            True         True        True         False          True
371  18.0     1     2           3          1         0       4         3      3     2     3       3         3  14  12  12       True   True      False         True       True        False       False          False         False        False       False           True         False        False          True              False            False           False          False        True      True            True         True       False          True          True
372  17.0     2     2           1          3         0       3         4      3     1     1       3         8  13  11  11       True  False       True        False       True        False        True          False         False        False       False          False         False         True         False              False             True           False          False       False     False            True         True        True         False          True
373  17.0     1     2           1          1         0       3         5      5     1     3       1        14   6   5   5       True  False      False        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True         True        True          True         False
374  18.0     4     4           2          3         0       5         4      4     1     1       1         0  19  18  19       True  False      False         True       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False       False     False           False         True        True          True         False
375  18.0     1     1           4          3         0       4         3      2     1     2       4         2   8   8  10       True  False      False        False       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False       False     False           False         True        True          True         False
376  20.0     4     2           2          3         2       5         4      3     1     1       3         4  15  14  15       True  False       True        False       True         True       False          False         False        False        True          False         False        False         False              False            False            True          False        True      True           False        False        True          True          True
377  18.0     4     4           1          2         0       5         4      3     3     4       2         4   8   9  10       True  False      False         True       True        False       False          False          True        False       False           True         False        False         False              False             True           False          False       False      True            True         True        True          True         False
378  18.0     3     3           1          2         0       4         1      3     1     2       1         0  15  15  15       True  False       True        False       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False       False      True           False         True        True          True          True
379  17.0     3     1           1          2         0       4         5      4     2     3       1        17  10  10  10       True  False      False        False       True        False       False          False         False        False        True          False         False        False         False               True             True           False          False        True      True            True        False        True          True         False
380  18.0     4     4           1          2         0       3         2      4     1     4       2         4  15  14  14       True   True       True        False       True        False       False          False          True        False       False          False          True         True         False              False            False           False          False       False      True            True        False        True          True         False
381  18.0     2     1           2          1         0       4         4      3     1     3       5         5   7   6   7       True   True      False        False       True        False        True          False         False        False        True          False         False        False          True              False             True           False          False       False     False            True        False        True          True          True
382  17.0     2     3           2          2         0       4         4      3     1     1       3         2  11  11  10       True   True       True        False       True        False        True          False         False        False       False           True         False         True         False              False            False           False          False       False     False            True         True        True          True         False
383  19.0     1     1           2          1         1       4         3      2     1     3       5         0   6   5   0       True   True      False        False       True        False        True          False         False        False       False           True         False        False          True              False             True           False          False       False     False           False         True        True         False         False
384  18.0     4     2           2          1         1       5         4      3     4     3       3        14   6   5   5       True   True      False        False       True        False        True          False         False        False        True          False         False         True         False              False            False           False          False       False      True           False         True        True         False         False
385  18.0     2     2           2          3         0       5         3      3     1     3       4         2  10   9  10       True  False      False        False       True        False       False          False         False        False        True          False         False        False          True              False             True           False          False       False      True           False         True        True         False         False
386  18.0     4     4           3          1         0       4         4      3     2     2       5         7   6   5   6       True  False      False        False       True        False       False          False          True        False       False          False         False        False         False               True             True           False          False        True      True            True         True        True          True          True
387  19.0     2     3           1          3         1       5         4      2     1     2       5         0   7   5   0       True  False      False        False       True        False       False           True         False        False        True          False         False        False         False              False             True           False          False       False     False            True        False        True          True         False
388  18.0     3     1           1          2         0       4         3      4     1     1       1         0   7   9   8       True  False       True         True       True        False       False          False          True        False       False           True         False        False         False              False             True           False          False        True      True           False         True        True          True         False
389  18.0     1     1           2          2         1       1         1      1     1     1       5         0   6   5   0       True  False       True        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True         True        True         False         False
390  20.0     2     2           1          2         2       5         5      4     4     5       4        11   9   9   9       True   True       True         True      False        False       False           True         False        False       False           True         False        False         False              False            False            True          False        True      True           False         True        True         False         False
391  17.0     3     1           2          1         0       2         4      5     3     4       2         3  14  16  16       True   True       True         True       True        False       False           True         False        False       False           True         False        False         False              False             True           False          False       False     False           False        False        True          True         False
392  21.0     1     1           1          1         3       5         5      3     3     3       3         3  10   8   7       True   True      False        False       True        False        True          False         False        False        True          False         False        False         False              False            False            True          False       False     False           False        False        True         False         False
393  18.0     3     2           3          1         0       4         4      1     3     4       5         0  11  12  10       True   True      False         True       True        False       False           True         False        False        True          False         False        False         False              False             True           False          False       False     False           False        False        True          True         False
394  19.0     1     1           1          1         0       3         2      3     3     3       5         5   8   9   9       True   True       True         True       True        False        True          False         False        False       False          False         False        False         False              False            False           False          False       False     False           False         True        True          True         False
